x,y
0.0,-1.7769261282787234e-05
0.0003330675740631879,0.001954159247592441
0.0010964786499317132,0.003803280463460442
0.002084073341794074,0.005543835068141048
0.0032052957985108494,0.007203114564464211
0.004415531510401535,0.008802254424056343
0.0056910065183225665,0.010357769308355474
0.007020082911380725,0.011884924924946815
0.008401588920237704,0.013402016756554743
0.009848419902741332,0.014937357786703126
0.011398173119361706,0.01654289211865154
0.013148309899484173,0.01831012625650056
0.015414454555894724,0.02030466575271187
0.018680816076583267,0.022787687103177634
0.023802904745324194,0.0263306706329949
0.03212712566179498,0.03203151436213091
0.04589260833722777,0.040621949177589434
0.06743039374405922,0.05159340175995916
0.09737735924158057,0.0631970183087025
0.13435935389529274,0.07297746364519621
0.1756834317997807,0.08109849642231724
0.2196139193050386,0.08631935041046253
0.26480086160597344,0.08983688931083053
0.31064584611516405,0.09081461304298057
0.35674279297461464,0.08967128856383835
0.4029384067160904,0.08781407276088832
0.44909205791337986,0.08510767827717398
0.495114022295508,0.0815135010375225
0.5409611191975567,0.07724044799366094
0.5865347907323314,0.07216529159944625
0.6317498546959108,0.06669293098159523
0.676390209728008,0.0606852605728431
0.7201523328502347,0.0542031473259885
0.7625592088990704,0.04721482268786784
0.8030224159935825,0.04025849030927996
0.8407124366015145,0.03371772070410089
0.8745842099882047,0.027615738418412084
0.9036606540838988,0.0220654051545252
0.927344336969193,0.017234845980807354
0.9456591849795603,0.013260412016510834
0.9592348093558908,0.01015823377999319
0.9690505575839387,0.007825125009356377
0.9761284393152553,0.006097133336585062
0.9813336108022473,0.004802539723079649
0.9853121477120047,0.0037996771779359134
0.9885098738409509,0.0029853708656569873
0.9912195405781362,0.0022896555129246223
0.9936275435793624,0.0016670539331406424
0.9958503247626747,0.0010887507930043667
0.9979597823877147,0.0005367692351184016
0.9999999960244272,1.0487188717260565e-09
0.997894365623452,-0.00011060313122828251
0.9957186610585353,-0.00022406352766172918
0.9934279396953251,-0.0003426026699455201
0.9909489232151113,-0.0004698050411977763
0.9881630042942705,-0.0006113900725775103
0.9848804691026634,-0.0007763224272807892
0.9808036825389799,-0.0009782458472898537
0.9754801277810906,-0.0012369165375810023
0.968255724871546,-0.001578548404111091
0.9582583642352854,-0.002032594188882706
0.9444660594242317,-0.002632089360635699
0.9259126063609945,-0.0034696797267068013
0.901977776478056,-0.004256774901816074
0.8726576065193937,-0.004677206561092912
0.838569190816015,-0.005026692111459549
0.8006816280588231,-0.005179954660768075
0.7600410781947793,-0.003827398279650492
0.7175636348062053,-0.001087836714884527
0.6737944972590213,0.000888809675777633
0.6292151768610744,0.0025118836252496653
0.5841370680802977,0.004098436976439481
0.5387505193903629,0.005655701871045469
0.4931744965091591,0.007187254404603987
0.4474962235625936,0.00906566584547213
0.401722247676786,0.01015810236046345
0.3559352709379578,0.010121700450363664
0.31027657184724383,0.010006185188521113
0.2649055199376459,0.009048690106681362
0.2202022152366924,0.006330638770117154
0.1768176447380226,0.0026635119787286887
0.13601703317464908,-0.0018610440061225162
0.0997089058657918,-0.005851409076276059
0.07043294762161813,-0.00984452367876179
0.04935825428588942,-0.010899654877139087
0.03592489747992219,-0.010783476446997045
0.027838001317228953,-0.01062073395963941
0.02283009547388502,-0.010462098818538818
0.019408788590463757,-0.010223897650112692
0.016757385995158938,-0.00995120828294555
0.014470918805170993,-0.009645956666351872
0.01235944280093163,-0.009291644219764849
0.010374708700569706,-0.008723683233093348
0.008497583070951185,-0.007952486130807231
0.006704251221869047,-0.0070370513969691025
0.00499076179616274,-0.00599362630000899
0.0033702457581543674,-0.004816541982858932
0.0018817393216498117,-0.003478370763189793
0.0006307152522040063,-0.001914922547449736
0.0,-1.7769261282787234e-05
