x,y
0.0,0.03497356385870108
0.0002269128725438723,0.036960851678753306
0.0008174907274767943,0.03887217660668627
0.001649472943102163,0.04069223511661338
0.002643601777122738,0.04243064029014122
0.0037511805392320455,0.04410253562120175
0.004942286853378671,0.04572359965098394
0.006199656076243061,0.04731040037673201
0.00751716031724854,0.048883576777925535
0.008902896239766794,0.05047467104339048
0.01038878160391929,0.052140330422585285
0.012050051960555959,0.0539931299615283
0.014104290242207414,0.05620907935136539
0.017117216513321598,0.059002567209647735
0.02201253428438035,0.0628713211563476
0.030383224150683303,0.06854290615710955
0.044601889283206304,0.07644014608807231
0.06697706432043089,0.08574126498950746
0.09769294868266096,0.0953983041077135
0.1350545702595148,0.10405628316750637
0.17668190820144106,0.11112519623802859
0.2208880015894607,0.1147461177186647
0.26629376018179246,0.11653999798220249
0.3122663698573388,0.11693485182127356
0.3584820949979584,0.11575755279893142
0.40479234755881094,0.11377026191667806
0.4510140389250352,0.11028540370739164
0.49704955363711034,0.10551671262565845
0.5428736984720013,0.0999152538613596
0.5883663626797487,0.0932779514801846
0.6334466271433707,0.08600553061509203
0.677901139428273,0.07805712671641413
0.7215665828311366,0.0702714082328975
0.763979203211376,0.06266135451541202
0.8044960409523616,0.05539809250130157
0.842257180025131,0.04869389804422847
0.8762302976554505,0.042659263864279824
0.9054397429074712,0.03741611109417358
0.9292762062066634,0.033059042800974686
0.9477599939195498,0.029699490470157075
0.9615953630023679,0.027853986498310692
0.9716710138096419,0.02700836125683574
0.9789453158182503,0.026395081094823008
0.984291035223567,0.025855486670369444
0.9883666133267597,0.025334757048350483
0.9916256879494683,0.024795721303689604
0.9943601775502535,0.024194235214334375
0.9967378874995202,0.02345754358803632
0.9987959100666198,0.022419497462980623
0.9999966752533884,0.020609937418891514
1.0,0.01850000417493868
0.9979006293201707,0.018296897200854152
0.9957309369195073,0.01808819838274594
0.9934458498886906,0.01786974200583713
0.9909718805203037,0.017634799224805264
0.9881900754782038,0.017372598557987198
0.984910152365499,0.017066173467709188
0.9808335505794841,0.016689500529132116
0.9755062699814193,0.016204396840823313
0.9682719125046486,0.015558914410212251
0.9582548891936532,0.014691294767603547
0.9444279030203808,0.013545087422753243
0.9258157249356859,0.01208536668195527
0.9018038208538748,0.010326898846128916
0.8723956524442471,0.008226478254379915
0.8381982087645906,0.005877809266651841
0.800156658008993,0.003806721380163792
0.7593017412331067,0.002129804877334402
0.7165177188814051,0.0008522025652519004
0.6724622218189603,0.0003424299998448098
0.627604926839008,5.6153035788985845e-05
0.5822466821578947,7.548702365500846e-12
0.5365793680803351,0.0
0.4907224594822635,0.0
0.44474975176467,0.0
0.3987065099227973,0.0
0.35266326808092474,0.0
0.3067489334785964,0.0
0.26111395172541896,4.688419038964829e-05
0.21607797594606878,0.0002130943372863085
0.1722995608026193,0.0008017724487444332
0.131047937471991,0.002312155833760741
0.09439051920544353,0.004600622603807841
0.06481114669459691,0.007362752389475907
0.043809337243167185,0.010348261403034726
0.03061495518617153,0.013208080037930624
0.022772534861324037,0.01532898989422739
0.017972486519167004,0.016825980359643194
0.014778371495820073,0.018097869705826053
0.012420676770945068,0.019349375577716814
0.010510304400391225,0.02064531800026457
0.008820549250756949,0.02196104906725329
0.007261578307972913,0.023315019480197974
0.005799429596552253,0.02472275659949394
0.004426817512615476,0.026196001992898794
0.0031528888713556868,0.027745857120995573
0.0020022873937851223,0.029385261661419703
0.001021945213479288,0.03113011996388555
0.0002992603323719147,0.032995919046002326
0.0,0.03497356385870108
