x,y
0.0,-2.218262816545925e-05
0.00036680813051530027,0.0019435375871381432
0.0011795022961958493,0.003771569266145195
0.0022073505809416206,0.005488670404569236
0.003358670299538154,0.007127214865180495
0.004590273737165368,0.008709963124209366
0.005879602183654081,0.010254026929860003
0.0072156970345892656,0.011775071700914134
0.008597453185320953,0.013291990675168314
0.010036928211998579,0.014834347758620251
0.01156890363329329,0.016457102769073778
0.01329388958972014,0.018249421810537524
0.01550978675400329,0.020300815245657848
0.018679162701348603,0.02290908078887366
0.023655923433622775,0.02665895190273707
0.031816780177775436,0.03260203664518196
0.04541940341611558,0.04146844386747595
0.06706307035642615,0.05226835890438088
0.09705217654083206,0.06382820601392607
0.13413485514490978,0.07333428399347877
0.17568383044328625,0.08040222340874359
0.2197831649930682,0.0843158002522925
0.26507862687144507,0.08668793839372503
0.3109651826328525,0.08722096327940827
0.35707225366479317,0.08533570137612155
0.403253251490499,0.08250789276150901
0.44938325982057864,0.07894374959698375
0.49537310290753744,0.07457795784321031
0.541194048356776,0.06969670137149982
0.5867558612943903,0.06422119945604357
0.6319667030848558,0.05843943406814009
0.6766248790492504,0.05231315770749138
0.7204685812084907,0.046165631552634756
0.7630443614779966,0.040063524917244825
0.8036730820456719,0.03394180415196543
0.8414615913651108,0.027816807635201765
0.8754278959119298,0.02211020114883959
0.90464841256781,0.017243539379263338
0.9285233491800151,0.013360724539017084
0.9470196991936215,0.010261295953596454
0.9608289484184395,0.008394078891755944
0.9708858637273199,0.007512479905428223
0.9781472421799114,0.006868223207765284
0.9834839995083474,0.0063050881194996475
0.9875534959077594,0.005769093240077655
0.9908090705585191,0.0052244254225933175
0.9935437860507195,0.004631520207315885
0.9959312838174645,0.0039320626727915
0.9980387325841882,0.003013584328282381
0.999691837462557,0.0015810607629597408
1.0,-0.0004999958569547132
0.9978916165221897,-0.0004914683802956115
0.9957132044958584,-0.00048118813564760596
0.9934198210043137,-0.00046881659950031006
0.9909381957606397,-0.00045371391857152143
0.9881497391846711,-0.0004347157786173261
0.9848647765442519,-0.00040973427170909314
0.9807857583733395,-0.00037507186126868
0.9754603534838296,-0.0003243144938702336
0.9682348749275709,-0.00024683288850658027
0.9582380031922808,-0.00012675705857095437
0.9444488554990116,6.473208064838889e-05
0.9259015951652755,0.0004614404278513629
0.9019877767854103,0.001012141261316319
0.872703247503929,0.0015131172590788261
0.8386572711721662,0.0020260194520465586
0.8008187011216349,0.0025867068037220527
0.7602103035347221,0.00328626287188022
0.7177010263215148,0.0039634376699404185
0.6739414127557716,0.004330253131059554
0.6293867156727703,0.004554019248262695
0.5843355162925549,0.0047857657967565245
0.5389775566085218,0.005035199929041811
0.49343135742484556,0.0052878477862406854
0.447770602000303,0.0056083984188229595
0.402039075912468,0.005799530185611579
0.3563262128993275,0.004479812552677516
0.31081580528764957,0.0015612596659318723
0.26562714449063357,-0.001971844779988458
0.22110872662381476,-0.006338659611410256
0.177749436523619,-0.009669282449017184
0.13681939481705957,-0.012090927397476383
0.1003652368055868,-0.013549974433705427
0.070853716590702,-0.013354276810819757
0.04978513130107631,-0.012755002530042272
0.03638190084949099,-0.012094215214982856
0.028326000844823975,-0.01145937818935129
0.023349436068864627,-0.010911066705568184
0.019973015720247737,-0.01032007263373728
0.017375278578899832,-0.009727214930852093
0.015149495414092617,-0.009122920724297849
0.013106264224067885,-0.008484642906998416
0.011160509645424789,-0.00779489070063781
0.009272877627314473,-0.007049512428213363
0.007428308393796329,-0.00624222722280463
0.005627065281066161,-0.005358851794676782
0.0038827203766690767,-0.004374498440234521
0.0022318150747222022,-0.0032425098524013155
0.000779375646511195,-0.001861932109036618
0.0,-2.218262816545925e-05
