Cl,Cd
-1.1658,0.09878
-1.2001529999999998,0.0883849999999999
-1.256262,0.0702872
-1.280292,0.0624025
-1.311432,0.0513124
-1.32258,0.0468795
-1.3325939999999998,0.0408796
-1.334967,0.0382222
-1.329396,0.0346368
-1.32526,0.0328203
-1.31275,0.0301949999999999
-1.302945,0.0289143
-1.293628,0.0263084
-1.287367,0.0248738
-1.269056,0.0230588
-1.255405,0.0221355
-1.228636,0.0209616
-1.210703,0.0202952
-1.189632,0.0188142
-1.172802,0.0180564
-1.12396,0.01715
-1.092118,0.0161758
-1.072816,0.0157048
-1.038562,0.0150679
-1.013996,0.0145808
-0.9752,0.0141125
-0.948582,0.0136274
-0.908598,0.0131131
-0.8796,0.0127108
-0.8390779999999999,0.0122692
-0.80809,0.01192
-0.7665759999999999,0.0114849999999999
-0.7342679999999999,0.0111668
-0.6922639999999999,0.0108086
-0.659132,0.0104984
-0.61716,0.0101565
-0.5823959999999999,0.0098984
-0.5399879999999998,0.0095842999999999
-0.50448,0.0093098
-0.462636,0.008986
-0.4107599999999999,0.008596
-0.374637,0.0083043
-0.3346940000000001,0.0079026
-0.299435,0.0074690999999999
-0.2629159999999998,0.0067779999999999
-0.231115,0.0060135
-0.193882,0.0056058
-0.1553659999999999,0.0054522999999999
-0.1129720000000002,0.0053944
-0.071263,0.0053749
-0.0286,0.0053799999999999
0.014112,0.0053802
0.0562079999999998,0.0053748
0.0992949999999999,0.0053941
0.140022,0.0054513999999999
0.182385,0.0054954999999999
0.2272759999999998,0.0060971999999999
0.275405,0.0070635
0.3097160000000001,0.0076014
0.3490549999999999,0.0080842999999999
0.3848999999999999,0.0083839999999999
0.436497,0.008786
0.478356,0.009106
0.5140249999999998,0.0093706
0.556424,0.0096892
0.5911649999999997,0.0099734999999999
0.6336720000000001,0.0102978
0.6674309999999999,0.0105486
0.7093359999999999,0.0109131999999999
0.741793,0.0112295
0.7838199999999999,0.0116269999999999
0.8151100000000002,0.0119721
0.856452,0.0124012
0.8859089999999998,0.0127665999999999
0.9260320000000002,0.013268
0.95415,0.0136675
0.9922799999999998,0.0142671999999999
1.018177,0.0146755
1.053322,0.015396
1.0757199999999998,0.0157937999999999
1.10966,0.016614
1.149164,0.0175288
1.1751199999999995,0.0181839999999999
1.200515,0.0194098
1.2134239999999998,0.0203723999999999
1.2418550000000002,0.0214365
1.25693,0.0222668
1.279235,0.0237899999999999
1.2878960000000002,0.0250404
1.292076,0.0279345
1.30414,0.0290199999999999
1.3200340000000002,0.0313348
1.323184,0.0331615999999999
1.332326,0.0363113999999999
1.333814,0.0384924
1.330585,0.0433964999999999
1.3236520000000005,0.0469267999999999
1.300264,0.0559322
1.2788020000000002,0.0627819999999999
1.166,0.09888
