Cl,Cd
-0.2672,0.08641
-0.262688,0.083578
-0.26204,0.0800836
-0.263408,0.0768508
-0.274268,0.0663028
-0.27422,0.061066
-0.269824,0.0572076
-0.264856,0.0528588
-0.260884,0.0476096
-0.254068,0.0431039999999999
-0.24574,0.039048
-0.2477879999999999,0.0332296
-0.2614599999999999,0.0237028
-0.26002,0.0171796
-0.239332,0.0157984
-0.2171,0.014728
-0.19322,0.0141244
-0.1694439999999999,0.013462
-0.1468519999999999,0.0124923999999999
-0.123188,0.0119644
-0.09792,0.01179
-0.0726719999999999,0.0116268
-0.048036,0.0113568
-0.024268,0.0110128
0.0001639999999999,0.010694
0.0257,0.01055
0.051908,0.0105116
0.0762759999999999,0.0102156
0.1010039999999999,0.0099788
0.126444,0.0098576
0.1522199999999999,0.009768
0.1773599999999999,0.0096056
0.2028239999999999,0.009488
0.2282519999999999,0.0093715999999999
0.25238,0.0091316
0.27458,0.008732
0.293076,0.0081199999999999
0.3598799999999995,0.0074416
0.4428719999999998,0.0072591999999999
0.5083039999999998,0.0074979999999999
0.5701999999999999,0.00757
0.605744,0.0075208
0.6301599999999999,0.0075496
0.65464,0.0075784
0.67912,0.0076096
0.7036399999999999,0.007648
0.7282959999999998,0.0076848
0.752884,0.0077148
0.7775399999999999,0.0077548
0.802008,0.0078176
0.8262,0.008
0.851064,0.008
0.8758360000000001,0.0080092
0.9006039999999998,0.0080188
0.9254559999999998,0.0080536
0.95016,0.0081
0.974908,0.008148
0.999604,0.0082032
1.024276,0.0082676
1.048628,0.008386
1.07312,0.008476
1.097792,0.0085168
1.1225159999999998,0.0085455999999999
1.147236,0.0085648
1.183172,0.0085524
1.22234,0.00851
1.247144,0.0084764
1.270984,0.0085339999999999
1.292924,0.0087988
1.312076,0.0093099999999999
1.32822,0.010078
1.341612,0.0110715999999999
1.351356,0.0123088
1.356164,0.0138095999999999
1.3475279999999998,0.0160603999999999
1.3434,0.01775
1.342344,0.0191323999999999
1.339632,0.0201376
1.332624,0.0218567999999999
1.333716,0.0238776
1.3361,0.0262759999999999
1.337968,0.0288495999999999
1.331272,0.0323583999999999
1.327344,0.0354759999999999
1.324432,0.0383976
1.32808,0.0405719999999999
1.3286,0.0430776
1.324632,0.0460655999999999
1.319112,0.0492191999999999
1.313624,0.0523931999999999
1.31184,0.0552419999999999
1.304976,0.0588239999999999
1.291376,0.0633103999999999
1.288424,0.0665708
1.29176,0.0690595999999999
1.29318,0.07182
1.285564,0.0758055999999999
1.280536,0.0795543999999999
1.286512,0.0817992
1.2789,0.08907
