Cl,Cd
-0.3273,0.09376
-0.324293,0.0903844
-0.326268,0.0859748
-0.319484,0.0815777
-0.308768,0.0777204
-0.30162,0.0729575
-0.290186,0.0699122
-0.2760499999999999,0.0674192
-0.2606639999999999,0.0649672
-0.2441709999999999,0.0624838999999999
-0.22662,0.05997
-0.2081019999999999,0.0574077999999999
-0.188388,0.0546996
-0.162661,0.0507237
-0.1384719999999999,0.0469608
-0.121645,0.0432625
-0.10412,0.0404295999999999
-0.082726,0.0387617
-0.0604819999999999,0.0371142
-0.03758,0.0354361
-0.01398,0.033618
0.009521,0.0298872999999999
0.0325979999999999,0.025337
0.0567739999999999,0.0243814
0.081524,0.0233448
0.106625,0.02223
0.1317219999999999,0.020437
0.1563729999999999,0.0174076
0.182416,0.0165324
0.2092139999999999,0.0159355
0.2362499999999999,0.015316
0.263972,0.0145933999999999
0.2926479999999999,0.0114336
0.3204829999999999,0.0110367
0.3479339999999999,0.0107166
0.3752899999999998,0.0105105
0.402552,0.0102792
0.42972,0.0100553
0.456708,0.0098751999999999
0.4836739999999999,0.009767
0.51072,0.00967
0.5380139999999999,0.0095807
0.5649240000000001,0.0094712
0.591767,0.0094045
0.618908,0.0093696
0.646295,0.0093405
0.6734359999999999,0.0092928
0.700048,0.0092287
0.7264880000000001,0.0091776
0.7409910000000001,0.0082589999999999
0.75905,0.007565
0.795392,0.0078251
0.8357479999999999,0.0081187999999999
0.8845959999999998,0.0084053
0.938576,0.008657
0.97911,0.008827
1.024964,0.009034
1.070399,0.0091903
1.101674,0.0092686
1.1306309999999995,0.0093776
1.15946,0.009486
1.188298,0.0095789
1.216886,0.009734
1.2458669999999998,0.0098365
1.274676,0.0099835999999999
1.303465,0.010149
1.331878,0.0103239999999999
1.359911,0.010518
1.4089679999999998,0.0110671999999999
1.431925,0.0114619999999999
1.45159,0.0120389999999999
1.457167,0.0138487
1.441992,0.0165544
1.420613,0.0186481
1.395396,0.0201142
1.370825,0.0221975
1.347752,0.0250147999999999
1.336301,0.0275221999999999
1.334298,0.0295601999999999
1.334652,0.0315655999999999
1.33444,0.0337539999999999
1.334656,0.0359895999999999
1.33608,0.0381687999999999
1.337408,0.0403986999999999
1.337848,0.0427744
1.33745,0.045323
1.335976,0.0480774
1.332516,0.051126
1.327408,0.0544167999999999
1.324829,0.0574808999999999
1.32558,0.0602009999999999
1.324868,0.0631277999999999
1.323436,0.0661687999999999
1.322159,0.0692329999999999
1.320014,0.0724519999999999
1.317485,0.0757394999999999
1.315268,0.0790032
1.311731,0.0825121
1.30767,0.0861034
1.302251,0.0898905
